Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Vol,Taker Buy Quote Vol,Ignore,SMA_20,SMA_50,RSI,MACD,MACD_Signal,MACD_Hist
2025-09-07 10:00:00,111115.99,111237.97,111041.87,111225.02,152.81384,1757242799999,16983889.53805080,29694,52.85490000,5874122.49593650,0,110493.915,110904.08860000002,63.328183655870916,73.98771980335005,-43.03859197699576,117.02631178034581
2025-09-07 11:00:00,111225.03,111292.13,111189.75,111292.13,231.70263,1757246399999,25777053.12265840,30588,72.86807000,8106481.14837930,0,110539.31399999998,110883.85380000001,64.54476749679972,109.66426799657347,-12.49801998228191,122.16228797885537
2025-09-07 12:00:00,111292.12,111292.13,111073.17,111115.92,171.8987,1757249999999,19108658.83534910,27952,62.22937000,6916630.55578010,0,110581.7105,110861.045,59.00925599527916,122.30960611949558,14.463505238073589,107.84610088142199
2025-09-07 13:00:00,111115.92,111231.6,111042.6,111214.62,159.77105,1757253599999,17757726.25792510,28152,76.76113000,8532544.01745590,0,110634.571,110838.2574,61.025524123560686,138.69658492099552,39.31012117465798,99.38646374633754
2025-09-07 14:00:00,111214.63,111412.0,111059.57,111145.59,337.64277,1757257199999,37552879.80311750,57161,124.73709000,13872709.54113930,0,110680.4505,110796.87359999999,58.8454039355328,144.44813144729414,60.337723229185215,84.11040821810893
2025-09-07 15:00:00,111145.59,111373.43,111120.56,111329.99,168.21133,1757260799999,18718586.50956400,29152,80.37037000,8943476.94075220,0,110745.02949999999,110761.79020000002,62.680790007237206,162.01816782605601,80.67381214855938,81.34435567749664
2025-09-07 16:00:00,111329.99,111371.35,111152.15,111202.02,223.90897,1757264399999,24911775.47997260,32498,57.38723000,6384393.14342510,0,110796.7805,110774.4308,58.59933188808326,163.72907190826663,97.28486410050084,66.44420780776579
2025-09-07 17:00:00,111202.02,111237.86,110888.07,110962.83,326.82203,1757267999999,36285067.66227420,44978,190.22006000,21114531.22046160,0,110834.872,110779.351,51.80879785160606,144.12298169449787,106.65248761930025,37.47049407519762
2025-09-07 18:00:00,110962.84,111063.0,110861.2,111053.76,219.80123,1757271599999,24390405.82316980,32082,134.18666000,14889880.30324590,0,110879.03250000002,110784.1182,53.99151784925361,134.37333287524234,112.19665667048866,22.176676204753676
2025-09-07 19:00:00,111053.77,111293.99,111049.05,111259.99,169.95303,1757275199999,18894702.67378990,37543,87.99052000,9781736.17896890,0,110932.6335,110797.1544,58.57430232008955,141.6547951065877,118.08828435770847,23.566510748879224
2025-09-07 20:00:00,111259.99,111371.26,111147.25,111330.3,178.99404,1757278799999,19913483.18903390,31177,92.07588000,10245075.90053520,0,110981.31099999999,110799.78480000001,60.035846944828144,151.354119702577,124.74145142668219,26.61266827589482
2025-09-07 21:00:00,111330.31,111330.31,111050.14,111050.14,82.99122,1757282399999,9228851.11531270,14956,19.84661000,2206916.24974660,0,111006.48499999999,110788.49680000002,52.1417640456395,134.87952649769431,126.76906644088463,8.110460056809686
2025-09-07 22:00:00,111050.14,111364.4,111001.45,111250.01,270.95197,1757285999999,30121316.53182120,60354,155.94722000,17337723.81741640,0,111035.6735,110780.891,56.53290909957242,136.37903864204418,128.69106088111653,7.687977760927652
2025-09-07 23:00:00,111250.01,111600.0,111076.92,111137.34,334.55501,1757289599999,37254251.23811790,62513,165.73571000,18456336.03369770,0,111061.08300000001,110791.5376,53.55009161376023,127.01177278770774,128.35520326243477,-1.343430474727029
2025-09-08 00:00:00,111137.35,111293.26,110733.71,110837.96,553.54548,1757293199999,61455927.23113100,81101,291.36022000,32352785.43832050,0,111075.093,110792.2968,46.52557746687012,94.34315398117178,121.55279340618218,-27.209639425010394
2025-09-08 01:00:00,110837.95,110994.58,110731.71,110890.57,352.25138,1757296799999,39057520.38014300,74306,204.93660000,22722243.95228980,0,111087.14949999998,110796.9084,47.82091437120472,71.86975572555093,111.61618587005593,-39.746430144505
2025-09-08 02:00:00,110890.58,111372.0,110621.78,111240.0,364.1088,1757300399999,40427321.22944620,86574,191.80867000,21294780.20287780,0,111123.942,110806.11440000002,55.52663403942161,81.31812169935438,105.55657303591562,-24.23845133656124
2025-09-08 03:00:00,111239.99,111349.24,111026.91,111052.11,431.56519,1757303999999,47994460.72989320,66925,148.69361000,16534199.52910960,0,111138.87650000001,110809.8026,51.15231740278401,72.80560932328808,99.00638029339012,-26.20077097010204
2025-09-08 04:00:00,111052.11,111218.49,110929.3,110979.35,318.48361,1757307599999,35362734.36198680,51752,179.19516000,19895779.04724010,0,111134.2815,110805.0666,49.52523654972547,59.50235194234119,91.10557462318035,-31.603222680839153
2025-09-08 05:00:00,110979.35,111061.05,110899.69,111027.16,189.25665,1757311199999,21001095.00759630,31387,84.28115000,9351288.34724980,0,111129.8405,110803.96540000002,50.63635854960718,52.21538559610781,83.32753681776583,-31.112151221658024
2025-09-08 06:00:00,111027.15,111197.86,110917.45,111113.26,156.58167,1757314799999,17391747.32546610,32151,72.61147000,8064099.24399990,0,111124.25250000002,110808.70820000001,52.65754920581979,52.77955286791257,77.21794002779518,-24.43838715988261
2025-09-08 07:00:00,111113.26,111609.04,111113.25,111280.39,665.8032,1757318399999,74157629.43090300,68850,365.73131000,40733380.18865740,0,111123.6655,110820.036,56.390221938763226,65.95239556951856,74.96483113613985,-9.012435566621292
2025-09-08 08:00:00,111280.4,111910.48,111252.9,111684.25,867.092,1757321999999,96806221.56336670,95651,500.82320000,55914086.74571380,0,111152.08199999998,110838.6644,63.81465089453204,107.7381567110424,81.51949625112036,26.218660459922035
2025-09-08 09:00:00,111684.26,112095.0,111591.06,112094.99,695.25367,1757325599999,77794505.00696250,87350,378.69892000,42375014.18978420,0,111196.10050000002,110864.0522,69.50157500253434,172.01408744342916,99.61841448958214,72.39567295384703
2025-09-08 10:00:00,112094.99,112186.98,111920.89,112048.0,648.82485,1757329199999,72715573.36599360,67609,216.78138000,24293250.36014570,0,111241.22099999999,110885.957,68.1813934252924,216.6639581033378,123.02752321233328,93.63643489100451
2025-09-08 11:00:00,112048.0,112121.59,111754.31,112052.43,512.51734,1757332799999,57357637.30080340,58495,221.52228000,24792127.49647890,0,111277.34300000002,110913.1044,68.24263782864297,249.53033587847312,148.32808574556125,101.20225013291187
2025-09-08 12:00:00,112052.43,112153.9,111934.24,112034.51,293.01193,1757336399999,32823714.77206670,46601,127.17207000,14246358.28712090,0,111318.9675,110938.3222,67.67517994632895,271.0071807350032,172.86390474344964,98.14327599155357
2025-09-08 13:00:00,112034.5,112370.3,111877.64,111906.55,1120.28751,1757339999999,125686904.04023150,152202,562.15490000,63073742.84182060,0,111366.15349999999,110960.83280000002,63.60784956957631,274.53773233787797,193.19867026233533,81.33906207554264
2025-09-08 14:00:00,111906.56,112779.5,111888.0,112645.05,989.95574,1757343599999,111254087.05628640,152790,570.82196000,64148877.50971920,0,111445.718,110997.0822,73.50491264945032,333.08687980636023,221.17631217114032,111.9105676352199
2025-09-08 15:00:00,112645.06,112924.37,112526.61,112631.75,614.9683,1757347199999,69306807.65297430,115163,312.56883000,35224330.95598750,0,111514.30600000001,111030.9808,73.11924241044859,374.1018884519581,251.7614274273039,122.34046102465419
2025-09-08 16:00:00,112631.74,112670.06,112293.18,112398.0,493.93324,1757350799999,55548489.42715460,97783,203.19786000,22853237.28199210,0,111567.69100000002,111062.78540000001,66.51387923866568,383.32616145405336,278.0743742326538,105.25178722139958
2025-09-08 17:00:00,112398.01,112531.6,112075.2,112214.4,461.27895,1757354399999,51808599.03443580,83714,138.99019000,15611380.33547950,0,111625.90400000001,111099.39039999999,61.792119847108694,371.538612820892,296.76722195030146,74.77139087059055
2025-09-08 18:00:00,112214.41,112515.59,112184.97,112477.01,296.32443,1757357999999,33293813.20527880,60310,126.30337000,14191355.92328640,0,111687.25399999999,111143.5708,65.55828694979402,379.0182415234449,313.2174258649302,65.8008156585147
2025-09-08 19:00:00,112477.01,112477.01,111978.67,112097.31,430.27796,1757361599999,48259992.31930360,75132,147.15457000,16501831.24965790,0,111735.25249999999,111182.3688,56.83506322606338,350.2695945921296,320.6278596103701,29.641734981759498
2025-09-08 20:00:00,112097.31,112153.07,111896.0,111958.04,288.87626,1757365199999,32354825.67694470,46410,109.63895000,12278268.49650070,0,111791.25649999999,111216.9696,53.99700843623586,312.64419207224273,319.0311261027446,-6.386934030501891
2025-09-08 21:00:00,111958.04,112331.32,111930.73,112326.45,273.5437,1757368799999,30665679.76599140,27755,153.94543000,17258300.64992140,0,111863.05050000001,111262.73040000001,59.726110045870556,308.9915354874538,317.02320797968645,-8.031672492232644
2025-09-08 22:00:00,112326.45,112512.71,112210.91,112236.71,274.21823,1757372399999,30812183.46704400,51137,119.07401000,13379940.33169850,0,111912.88600000001,111304.12460000001,57.836628067913466,295.4497500094876,312.7085163856467,-17.258766376159087
2025-09-08 23:00:00,112236.71,112305.03,111989.0,112065.23,290.44202,1757375999999,32566393.11355670,33450,104.19358000,11682616.75257850,0,111963.54199999999,111341.4092,54.30152069840837,267.79382406511286,303.72557792154,-35.93175385642712
2025-09-09 00:00:00,112065.23,112104.41,111459.87,111650.03,720.48199,1757379599999,80530470.01899340,98523,350.69417000,39188024.33128140,0,111997.076,111370.99879999999,46.83677257746155,209.95292682589206,284.9710477024104,-75.01812087651831
2025-09-09 01:00:00,111650.03,111748.54,111258.3,111364.73,520.52157,1757383199999,58008155.66138280,107055,263.55823000,29370021.58496440,0,112013.95449999999,111394.534,42.5121759001506,139.4843842387636,255.873715009681,-116.38933077091741
2025-09-09 02:00:00,111364.73,111442.95,111111.0,111330.71,536.02045,1757386799999,59643757.46151020,107067,298.73634000,33240106.80901190,0,112024.827,111414.0132,42.01401452516609,79.97057583871356,220.69308717548753,-140.72251133677398
2025-09-09 03:00:00,111330.72,111740.61,111234.16,111708.0,314.74637,1757390399999,35098983.85570630,52063,206.71842000,23052050.24112770,0,112046.20750000002,111437.24,49.13300580904111,62.52881055844773,189.06023185207957,-126.53142129363184
2025-09-09 04:00:00,111708.01,112110.99,111624.12,112024.01,548.42419,1757393999999,61376334.91964780,74548,289.03814000,32345469.01902630,0,112063.1955,111464.3954,54.204421216986844,73.35980573136476,165.92014662793662,-92.56034089657186
2025-09-09 05:00:00,112024.01,112248.84,111851.52,112200.0,298.70562,1757397599999,33455158.17937080,46318,146.96241000,16461386.86713230,0,112068.446,111495.8124,56.788267303440804,95.04870729724644,151.7458587617986,-56.69715146455215
2025-09-09 06:00:00,112200.01,113156.65,112151.16,113022.61,1080.72151,1757401199999,121911024.96897700,131875,532.83058000,60098655.15409900,0,112117.17649999999,111545.10940000002,66.34626695227612,176.57957083408837,156.71260117625656,19.866969657831817
2025-09-09 07:00:00,113022.62,113293.29,112753.61,112991.11,978.74308,1757404799999,110671169.21701320,99288,424.86421000,48043229.44913580,0,112164.1105,111591.94279999999,65.74655927094321,235.93190470671107,172.55646188234746,63.3754428243636
2025-09-09 08:00:00,112991.11,113176.51,112886.93,112992.69,524.35168,1757408399999,59259627.54067890,56202,295.61550000,33406951.44433570,0,112212.01950000001,111641.71359999999,65.76327581665839,279.8703782000084,194.01924514587967,85.85113305412875
2025-09-09 09:00:00,112992.69,113057.99,112900.0,112966.54,367.43684,1757411999999,41506199.94954200,35041,137.62788000,15547046.04012230,0,112265.01900000001,111685.976,65.19617050593081,309.01966223948693,217.01932856460112,92.00033367488581
2025-09-09 10:00:00,112966.54,113040.0,112635.38,112732.62,631.93421,1757415599999,71277837.09606010,68377,221.53549000,24988209.44263810,0,112269.39749999999,111719.2034,60.19553818921627,309.67554389730503,235.55057163114193,74.1249722661631
2025-09-09 11:00:00,112732.62,112800.0,112403.91,112433.59,325.19749,1757419199999,36632699.80989530,51298,123.28046000,13888217.68573350,0,112259.4895,111745.5556,54.44638387153191,282.80610025147325,245.00167735520822,37.80442289626504
2025-09-09 12:00:00,112433.59,112824.0,112393.4,112671.76,397.08345,1757422799999,44739704.85709570,72401,206.42777000,23255132.84507640,0,112273.17749999999,111774.4904,57.8956272950756,277.53099653749086,251.50754119166476,26.023455345826108
2025-09-09 13:00:00,112671.76,112932.18,112470.18,112760.58,656.61339,1757426399999,74028308.79906220,169440,291.38154000,32852771.69975580,0,112300.4865,111803.8594,59.138214069812776,277.3206902483362,256.67017100299904,20.650519245337136
2025-09-09 14:00:00,112760.58,112950.0,111511.11,111767.45,1958.50565,1757429999999,219508087.73982180,283725,886.13107000,99320292.60734560,0,112265.00850000003,111816.89,43.63255617824646,194.77152503319667,244.29044180903858,-49.518916775841916
2025-09-09 15:00:00,111767.45,111847.23,110766.66,110880.76,1649.92992,1757433599999,183468171.75542760,217225,677.40466000,75323370.24667860,0,112204.18100000001,111810.2128,34.84750857397219,57.143529208988184,206.8610592890285,-149.71753008004032
2025-09-09 16:00:00,110880.76,111148.17,110788.0,110975.99,808.62492,1757437199999,89724968.24135220,80376,557.98418000,61914354.32961260,0,112155.07850000002,111806.8208,36.330209439464724,-43.73918580095051,156.7410102710327,-200.48019607198322
2025-09-09 17:00:00,110975.99,111193.39,110898.28,111025.44,539.75817,1757440799999,59930077.68367450,63064,314.25506000,34892644.90610300,0,112090.028,111800.72979999999,37.130303546677176,-118.33516837796196,101.72577454123378,-220.06094291919572
2025-09-09 18:00:00,111025.43,111298.16,110900.02,111131.92,495.6204,1757444399999,55068620.57231940,71066,222.91096000,24768444.74984910,0,112034.7885,111799.3278,38.9104710022493,-166.9366342901194,47.99329277496314,-214.92992706508255
2025-09-09 19:00:00,111131.92,111388.04,111124.17,111301.53,277.49178,1757447999999,30881041.21026360,38378,124.57440000,13863591.81059480,0,111996.6035,111806.1018,41.74027290731469,-189.58215163680143,0.47820389261022456,-190.06035552941165
2025-09-09 20:00:00,111301.53,111530.16,111090.07,111530.16,761.02989,1757451599999,84643551.84960310,68792,428.95023000,47706985.27602380,0,111990.61000000002,111815.62980000001,45.411069256870285,-186.92559512336447,-37.00255591058472,-149.92303921277977
2025-09-09 21:00:00,111530.15,111745.69,111270.75,111299.61,463.86358,1757455199999,51741738.71682480,49346,260.80587000,29088005.38678320,0,111987.354,111816.4222,42.502854103094435,-201.10549420687312,-69.8231435698424,-131.28235063703073
2025-09-09 22:00:00,111299.61,111630.31,111266.11,111556.16,207.57487,1757458799999,23140751.95984770,40360,122.52108000,13658247.58040860,0,111998.62649999998,111820.93939999999,46.60101831153355,-189.45777418163198,-93.75006969220033,-95.70770448943165
2025-09-09 23:00:00,111556.15,111583.81,111362.94,111546.39,315.90146,1757462399999,35219555.84229560,61414,212.57173000,23699966.67072850,0,111990.546,111830.86439999999,46.465193831832515,-178.9523778748844,-110.79053132873715,-68.16184654614726
2025-09-10 00:00:00,111546.38,111572.57,110942.33,111010.46,490.88671,1757465999999,54597263.43951340,76441,199.35359000,22171641.55693620,0,111939.86850000001,111826.0734,39.64000687147786,-211.43456164738745,-130.9193373924672,-80.51522425492024
2025-09-10 01:00:00,111010.47,111224.53,110917.45,111005.64,419.72999,1757469599999,46605223.34593130,90432,185.75734000,20624266.51274590,0,111880.15049999999,111823.43939999999,39.5836915268816,-234.85855677799555,-151.70718126957289,-83.15137550842266
2025-09-10 02:00:00,111005.63,111551.04,111005.63,111411.13,492.50873,1757473199999,54843911.40493140,76422,303.75219000,33821213.35599140,0,111799.57650000001,111834.9028,46.473113709733305,-218.1874582988239,-165.0032366754231,-53.184221623400816
2025-09-10 03:00:00,111411.13,111586.26,111372.08,111545.88,263.91729,1757476799999,29418988.42522030,42040,116.70132000,13008453.99000850,0,111727.31499999999,111848.00899999999,48.57187299263501,-191.8903018459241,-170.3806497095233,-21.509652136400803
2025-09-10 04:00:00,111545.88,111647.38,111410.83,111520.43,304.12835,1757480399999,33920677.05873520,41535,120.26909000,13413023.71403910,0,111653.702,111853.6176,48.187573858027626,-171.13053195437533,-170.5306261584937,-0.5999057958816252
2025-09-10 05:00:00,111520.43,111729.65,111372.42,111577.31,436.99878,1757483999999,48743373.45279660,65645,180.07011000,20086041.59334450,0,111584.24049999999,111864.1216,49.155812370126334,-148.37811358401086,-166.10012364359713,17.722010059586268
2025-09-10 06:00:00,111577.31,111969.57,111396.08,111792.33,503.80753,1757487599999,56293083.08554000,70998,212.14610000,23704172.23880630,0,111537.226,111880.38119999999,52.75041106134344,-111.7086335094209,-155.22182561676192,43.51319210734101
2025-09-10 07:00:00,111792.34,112602.35,111760.69,112553.65,1232.32394,1757491199999,138292818.92789560,96876,778.72378000,87379193.14398280,0,111543.229,111910.911,62.78319120180063,-20.973871245761984,-128.37223474256194,107.39836349679996
2025-09-10 08:00:00,112553.65,112859.8,112336.28,112370.08,1005.38091,1757494799999,113240684.35712150,104927,380.89982000,42906478.74140380,0,111528.14499999999,111936.0474,59.502412139337174,35.70987549924757,-95.55581269420004,131.2656881934476
2025-09-10 09:00:00,112370.07,112428.29,112097.2,112274.29,619.63175,1757498399999,69563876.34648600,72875,224.16296000,25168833.50390750,0,111503.8305,111955.92540000001,57.80494362028615,72.07190072113008,-62.03027001113402,134.10217073226409
2025-09-10 10:00:00,112274.29,112422.63,112199.19,112270.01,532.10538,1757501999999,59769420.62234500,53170,243.39151000,27338748.25130150,0,111528.9585,111967.6406,57.7257035830341,99.39791021723067,-29.744633965461084,129.14254418269175
2025-09-10 11:00:00,112270.0,112409.49,112148.49,112299.99,422.47932,1757505599999,47440496.36072940,55735,160.32269000,18001669.66663350,0,111599.92,111971.7406,58.158377533141206,122.06600415044522,0.6174936577201784,121.44851049272505
2025-09-10 12:00:00,112300.0,113550.14,112299.99,113413.51,2800.76749,1757509199999,316826488.23399940,260189,1659.91828000,187776459.14127540,0,111721.796,111999.0508,70.31221120568841,227.26264749810798,45.94652442579774,181.31612307231023
2025-09-10 13:00:00,113413.5,114313.13,113384.61,113952.0,2112.22655,1757512799999,240323451.71354950,255327,1050.41679000,119520492.65496680,0,111868.124,112037.04220000001,74.21313622191944,350.0482495796314,106.76686945656448,243.2813801230669
2025-09-10 14:00:00,113951.99,114295.63,113802.14,113899.99,1035.28455,1757516399999,118092206.12194910,157783,398.05144000,45410527.06961740,0,112006.5275,112074.3518,73.21251667813925,438.109695659703,173.03543469719222,265.0742609625108
2025-09-10 15:00:00,113900.0,114095.66,113723.21,113853.99,682.44215,1757519999999,77733956.91603150,101217,282.42387000,32173453.62383870,0,112134.15050000002,112113.30059999999,72.28421881826337,498.44148736732313,238.1166452312184,260.32484213610473
2025-09-10 16:00:00,113853.99,113936.99,113553.74,113759.89,577.39326,1757523599999,65656520.94123930,87751,178.38684000,20285991.82895560,0,112245.63700000002,112135.5974,70.31996707571699,532.5231875671452,296.99795369840376,235.52523386874145
2025-09-10 17:00:00,113759.88,114074.46,113415.2,113738.01,617.65367,1757527199999,70241087.10092160,85988,240.99607000,27408069.38724420,0,112367.557,112157.7226,69.8447089567693,551.4113209138013,347.8806271414833,203.53069377231805
2025-09-10 18:00:00,113738.01,113896.94,113347.39,113584.85,688.96812,1757530799999,78227038.74135270,90555,230.96923000,26224055.93718640,0,112468.9915,112181.45959999999,66.45871966951063,547.7079345510574,387.84608862339815,159.86184592765926
2025-09-10 19:00:00,113584.84,113617.09,113155.03,113574.52,744.45366,1757534399999,84388809.69687540,93355,303.59429000,34410547.58230880,0,112570.398,112208.66200000001,66.2255257994212,537.7406895711174,417.82500881294203,119.91568075817537
2025-09-10 20:00:00,113574.53,113900.0,113553.26,113566.39,611.07657,1757537999999,69496093.90058860,70237,346.16760000,39371963.45126470,0,112698.19449999998,112230.44959999999,66.02915549656862,523.1549484663701,438.8909967436277,84.26395172274243
2025-09-10 21:00:00,113566.4,113845.18,113528.01,113842.53,256.17247,1757541599999,29139985.63361680,43795,125.29091000,14250642.07331140,0,112840.03900000002,112265.354,69.35314584931865,527.7937558804115,456.67154857098444,71.12220730942704
2025-09-10 22:00:00,113842.54,113992.39,113713.63,113881.2,264.24584,1757545199999,30092305.27042230,47552,123.40914000,14053624.75303980,0,112963.54249999998,112303.8172,69.79880929310048,528.4981918215344,471.03687722109447,57.46131460043995
2025-09-10 23:00:00,113881.21,114025.78,113788.0,113960.0,402.83522,1757548799999,45886989.12451960,41689,229.46502000,26137133.71022220,0,113084.24849999999,112336.4882,70.7327926212026,529.3133687916852,482.69217553521264,46.621193256472566
2025-09-11 00:00:00,113960.0,114008.87,113669.82,113885.7,432.5735,1757552399999,49259330.90393450,68238,269.25944000,30662408.78598900,0,113202.51199999999,112369.46800000001,68.57924231822375,517.9929134971753,489.7523231276052,28.2405903695701
2025-09-11 01:00:00,113885.7,114176.66,113831.33,113903.23,380.8102,1757555999999,43400904.62323110,66610,213.82602000,24370677.38598140,0,113318.808,112406.228,68.82044487972072,504.6189623291575,492.7256509679157,11.893311361241786
2025-09-11 02:00:00,113903.23,113953.99,113716.0,113819.02,230.50973,1757559599999,26241789.79891090,55267,117.32241000,13355222.54560950,0,113420.1425,112449.60780000001,66.19177689083018,481.6725451766688,490.5150298096664,-8.842484632997582
2025-09-11 03:00:00,113819.02,114434.23,113819.01,114400.01,552.73536,1757563199999,63113784.62237090,73021,361.11372000,41230029.36876050,0,113512.46050000002,112510.3134,73.66544648017538,504.55221783295565,493.32246741432425,11.229750418631397
2025-09-11 04:00:00,114400.01,114400.01,114071.81,114158.29,489.3063,1757566799999,55878166.33734750,68585,215.46433000,24608008.51098830,0,113601.871,112566.865,67.02667338880795,497.44549734619795,494.147073400699,3.2984239454989392
2025-09-11 05:00:00,114158.29,114348.52,113966.46,114266.0,589.97492,1757570399999,67356696.70754510,59564,349.94128000,39956192.94663590,0,113701.4565,112618.025,68.39354556551643,494.8009101005009,494.2778407406594,0.523069359841486
